dependent_spouse,hmale,hage,dep_child,started_business,average_risk_attitude,above_average_risk_attitude,substantial_risk_attitude,college4,grad,ln_total_incomer,log_amt_loan_total_fin_w,amt_loan_total_fin_w,ln_new_worthr,log_share_risky_assets_3_w,share_risky_assets_3_w,ln_Rm_p4,vol_Rm_p4,aaa_diff
1,1,59,0,0,1,0,0,0,1,13.83032,-18.42068,0,14.51235,-.6024928,.5474452,.0234048,7.387309,.49
1,1,53,0,0,1,0,0,0,1,12.68955,-18.42068,0,13.02656,-.6861663,.5035026,.0234048,7.387309,.49
1,1,53,1,0,0,0,1,1,0,10.58313,-18.42068,0,15.56754,-18.42068,0,.0234048,7.387309,.49
1,1,53,1,1,1,0,0,0,1,12.82117,-18.42068,0,13.92599,-1.112931,.3285944,.0234048,7.387309,.49
1,1,62,0,0,1,0,0,1,0,11.58989,-18.42068,0,13.51684,-.2039457,.8155066,.0234048,7.387309,.49
1,1,44,2,1,1,0,0,1,0,14.86043,-18.42068,0,16.55093,-.2627252,.7689531,.0234048,7.387309,.49
0,0,62,1,1,0,0,0,0,1,11.06664,-18.42068,0,11.75517,-18.42068,0,.0234048,7.387309,.49
1,1,56,1,0,0,1,0,0,1,17.86166,-18.42068,0,18.03587,-3.489839,.0305058,.0234048,7.387309,.49
0,1,53,0,0,0,0,0,0,1,9.196833,,,-18.42068,,,.0234048,7.387309,.49
1,1,53,1,1,0,1,0,0,1,12.33775,-18.42068,0,14.52573,-3.635859,.0263613,.0234048,7.387309,.49
0,0,62,0,0,1,0,0,1,0,10.79958,-18.42068,0,-8.748305,-18.42068,0,.0234048,7.387309,.49
1,1,59,1,0,1,0,0,0,1,11.47367,-18.42068,0,12.85103,-1.483471,.226849,.0234048,7.387309,.49
0,1,56,0,1,0,0,1,0,1,12.20602,-18.42068,0,15.55297,-1.029048,.357347,.0234048,7.387309,.49
1,1,53,0,1,0,1,0,0,1,12.63082,-18.42068,0,14.61432,-1.144757,.3183014,.0234048,7.387309,.49
1,1,47,2,1,0,1,0,0,1,13.25632,-18.42068,0,14.44797,-.7805207,.4581673,.0234048,7.387309,.49
1,1,62,2,0,0,1,0,0,1,12.61818,-18.42068,0,17.22656,-.0705984,.931836,.0234048,7.387309,.49
1,1,56,0,1,1,0,0,0,1,12.23373,-18.42068,0,15.00802,-.147636,.8627451,.0234048,7.387309,.49
1,1,41,0,0,1,0,0,0,1,12.43211,-18.42068,0,12.43871,-18.42068,0,.0234048,7.387309,.49
1,1,62,0,0,0,0,1,0,1,13.21767,-18.42068,0,16.3286,-4.081162,.0168878,.0234048,7.387309,.49
1,1,41,0,0,1,0,0,0,1,12.05922,-18.42068,0,12.75333,-1.940658,.1436094,.0234048,7.387309,.49
0,0,53,1,0,1,0,0,0,1,10.87859,-18.42068,0,12.07533,-18.42068,0,.0234048,7.387309,.49
1,1,44,0,0,0,1,0,0,1,12.91183,-18.42068,0,14.54513,-1.110011,.3295554,.0234048,7.387309,.49
0,1,50,0,0,0,1,0,1,0,11.78706,-18.42068,0,14.08865,-4.190819,.0151339,.0234048,7.387309,.49
1,1,47,3,1,0,1,0,0,1,14.17261,-18.42068,0,14.89728,-.8422332,.4307475,.0234048,7.387309,.49
1,1,56,0,1,1,0,0,0,1,13.16628,-18.42068,0,14.12509,-18.42068,0,.0234048,7.387309,.49
1,1,56,2,0,1,0,0,0,1,13.02318,-18.42068,0,14.49589,-1.245355,.2878385,.0234048,7.387309,.49
1,1,53,1,0,1,0,0,1,0,11.52411,-18.42068,0,13.68687,-.1627951,.8497652,.0234048,7.387309,.49
1,1,59,0,1,0,0,0,0,1,10.75805,-18.42068,0,12.45658,-18.42068,0,.0234048,7.387309,.49
1,1,53,0,1,1,0,0,1,0,12.55111,-18.42068,0,14.9887,-.1353996,.8733668,.0234048,7.387309,.49
0,0,41,0,0,1,0,0,0,1,10.59288,-18.42068,0,12.02189,-4.11451,.0163339,.0234048,7.387309,.49
1,1,50,1,0,0,1,0,0,1,11.78706,-18.42068,0,12.9552,-.1823216,.8333333,.0234048,7.387309,.49
1,1,52,2,0,0,1,0,0,1,14.65642,-18.42068,0,16.63589,-18.42068,0,.1328945,7.89292,.19
1,1,58,0,0,1,0,0,1,0,10.90568,-18.42068,0,12.33599,-.8221393,.4394904,.1328945,7.89292,.19
1,1,55,0,1,1,0,0,1,0,13.0157,-18.42068,0,15.55079,-1.306602,.2707384,.1328945,7.89292,.19
1,1,55,3,0,0,1,0,0,1,14.28265,-18.42068,0,17.20281,-1.993096,.1362729,.1328945,7.89292,.19
1,1,43,0,1,1,0,0,1,0,13.08467,-18.42068,0,16.50115,-.4335951,.6481746,.1328945,7.89292,.19
1,0,49,2,0,1,0,0,1,0,13.80197,-18.42068,0,15.86984,-1.586965,.2045455,.1328945,7.89292,.19
1,1,40,0,0,0,0,0,0,1,10.94119,-18.42068,0,12.65058,-18.42068,0,.1328945,7.89292,.19
1,1,43,2,0,0,0,0,0,1,11.80944,-18.42068,0,12.97117,-18.42068,0,.1328945,7.89292,.19
1,1,52,2,0,0,1,0,0,1,14.667,-18.42068,0,16.05723,-18.42068,0,.1328945,7.89292,.19
0,1,58,0,0,1,0,0,0,1,11.22235,-18.42068,0,15.28648,-.4946962,.6097561,.1328945,7.89292,.19
0,1,43,0,0,0,1,0,0,1,9.729996,-1.256328,.2846975,11.63886,-18.42068,0,.1328945,7.89292,.19
1,1,43,2,0,1,0,0,1,0,12.59996,-18.42068,0,15.10691,-1.721138,.1788625,.1328945,7.89292,.19
1,1,40,0,0,0,1,0,0,1,11.36607,-18.42068,0,12.66474,-3.526728,.029401,.1328945,7.89292,.19
0,1,58,0,1,0,0,1,0,1,14.75708,-18.42068,0,16.55581,-1.041536,.3529121,.1328945,7.89292,.19
1,1,43,2,0,0,1,0,1,0,10.7333,.836248,2.307692,-9.219171,-18.42068,0,.1328945,7.89292,.19
1,1,61,0,0,0,1,0,1,0,14.09314,-18.42068,0,17.35568,-.0299471,.9704969,.1328945,7.89292,.19
1,1,61,0,0,0,1,0,0,1,12.30592,-18.42068,0,14.12138,-2.533167,.0794071,.1328945,7.89292,.19
1,1,49,2,1,0,1,0,1,0,12.55717,-18.42068,0,13.78652,-.2284627,.795756,.1328945,7.89292,.19
1,1,58,2,1,0,0,1,1,0,14.28039,-18.42068,0,15.96405,-1.636373,.1946848,.1328945,7.89292,.19
1,1,58,1,0,1,0,0,0,1,10.10935,-18.42068,0,13.15986,-.2192198,.8031452,.1328945,7.89292,.19
1,1,52,0,1,1,0,0,0,1,12.85396,-18.42068,0,15.24686,-18.42068,0,.1328945,7.89292,.19
1,1,55,1,0,1,0,0,0,1,13.90565,-18.42068,0,15.64041,-2.48244,.0835392,.1328945,7.89292,.19
1,1,55,1,0,1,0,0,0,1,13.97122,-18.42068,0,15.8881,-.5249708,.5915726,.1328945,7.89292,.19
0,0,52,0,0,0,0,0,1,0,10.16191,-18.42068,0,-7.012031,-18.42068,0,.1328945,7.89292,.19
0,1,46,0,0,0,0,0,1,0,10.09807,-18.42068,0,-9.415458,-18.42068,0,.1328945,7.89292,.19
0,0,40,0,0,1,0,0,0,1,10.50587,-18.42068,0,-8.723159,-18.42068,0,.1328945,7.89292,.19
1,1,52,0,0,1,0,0,0,1,12.09412,-18.42068,0,13.62616,-3.781914,.022779,.1328945,7.89292,.19
0,1,61,0,0,0,0,0,0,1,10.16585,-18.42068,0,12.22587,-18.42068,0,.1328945,7.89292,.19
1,1,61,3,1,0,1,0,0,1,16.10501,-18.42068,0,17.3943,-.9435706,.3892356,.1328945,7.89292,.19
1,1,55,1,1,1,0,0,1,0,12.5457,-18.42068,0,15.37235,-.2325791,.7924871,.1328945,7.89292,.19
1,1,58,0,1,1,0,0,1,0,12.10966,-18.42068,0,15.04414,-2.314922,.0987738,.1328945,7.89292,.19
0,1,58,0,0,1,0,0,1,0,14.35785,-18.42068,0,16.81993,-18.42068,0,.1328945,7.89292,.19
0,0,49,0,1,0,1,0,1,0,12.63722,-18.42068,0,15.51493,-2.086913,.1240695,.1328945,7.89292,.19
1,1,61,0,0,0,1,0,1,0,11.69525,-18.42068,0,14.1988,-1.258382,.2841133,.1328945,7.89292,.19
1,1,43,3,0,1,0,0,0,1,12.4197,-18.42068,0,14.10249,-18.42068,0,.1328945,7.89292,.19
1,1,46,2,0,0,1,0,1,0,15.01418,-18.42068,0,16.7406,-1.990105,.1366811,.1328945,7.89292,.19
1,1,49,3,1,1,0,0,1,0,11.69275,-18.42068,0,14.39816,-1.32484,.2658455,.1328945,7.89292,.19
1,1,58,0,0,1,0,0,1,0,11.77788,-18.42068,0,13.15904,-18.42068,0,.1328945,7.89292,.19
1,1,40,0,0,1,0,0,0,1,11.1284,-18.42068,0,12.54679,-18.42068,0,.1328945,7.89292,.19
1,1,58,0,0,1,0,0,0,1,12.59063,-3.956503,.0191299,14.97884,-.5299883,.5886118,.1328945,7.89292,.19
0,1,49,0,0,0,0,0,1,0,9.954483,-18.42068,0,12.02016,-2.353357,.0950495,.1328945,7.89292,.19
1,1,55,1,0,1,0,0,0,1,12.20602,-18.42068,0,14.28862,-.3403399,.7115284,.1328945,7.89292,.19
1,1,49,2,1,1,0,0,0,1,12.85178,-18.42068,0,16.0343,-6.979321,.0009309,.1328945,7.89292,.19
1,1,40,0,0,0,1,0,0,1,11.9687,-18.42068,0,12.56522,-1.202543,.3004292,.1328945,7.89292,.19
0,0,58,0,0,1,0,0,1,0,11.38058,-18.42068,0,13.39149,-2.15394,.1160261,.1328945,7.89292,.19
0,1,61,0,0,1,0,0,0,1,11.56172,-18.42068,0,13.16581,-.4071304,.6655574,.1328945,7.89292,.19
1,1,46,1,0,0,1,0,1,0,12.56318,-18.42068,0,13.89504,-2.843409,.0582268,.1328945,7.89292,.19
1,1,61,0,0,0,0,0,1,0,15.30391,-18.42068,0,17.74395,-1.2139,.2970367,.1328945,7.89292,.19
1,1,55,2,0,1,0,0,0,1,12.77681,-18.42068,0,16.67412,-18.42068,0,.1328945,7.89292,.19
0,0,49,2,0,0,0,0,1,0,9.48448,,,-18.42068,,,.1328945,7.89292,.19
1,1,46,2,0,1,0,0,0,1,11.89959,-18.42068,0,13.83993,-18.42068,0,.1328945,7.89292,.19
0,1,52,0,0,0,1,0,0,1,11.21174,-18.42068,0,13.86849,-18.42068,0,.1328945,7.89292,.19
0,0,58,0,0,1,0,0,0,1,11.95059,-18.42068,0,13.60586,-18.42068,0,.1328945,7.89292,.19
1,1,52,2,0,0,1,0,0,1,15.54685,-18.42068,0,18.23492,-1.691858,.184177,.1328945,7.89292,.19
1,1,52,1,0,1,0,0,0,1,12.63484,-18.42068,0,14.55076,-1.082968,.3385892,.1328945,7.89292,.19
1,1,49,2,1,1,0,0,0,1,12.86547,-4.339086,.0130484,13.91303,-2.04908,.1288534,.1328945,7.89292,.19
1,1,52,2,0,0,0,1,1,0,14.02515,-18.42068,0,15.18752,-.373095,.6885998,.1328945,7.89292,.19
1,1,46,2,0,1,0,0,1,0,11.27219,-18.42068,0,-8.685555,-1.219649,.2953337,.1328945,7.89292,.19
1,1,52,0,1,0,0,1,0,1,13.93413,-18.42068,0,15.4664,-.3227579,.7241491,.1328945,7.89292,.19
1,1,43,2,1,0,1,0,1,0,14.21248,-18.42068,0,17.76836,-2.274325,.1028663,.1328945,7.89292,.19
1,1,49,3,0,1,0,0,0,1,13.15316,-18.42068,0,14.40723,-.556288,.5733333,.1328945,7.89292,.19
1,1,43,0,0,0,0,0,0,1,10.99566,-18.42068,0,12.50258,-.8858315,.4123711,.1328945,7.89292,.19
1,1,52,1,0,1,0,0,1,0,13.83882,-18.42068,0,15.63738,-18.42068,0,.1328945,7.89292,.19
1,1,46,1,0,0,1,0,0,1,10.84838,-18.42068,0,13.23044,-1.709129,.1810234,.1328945,7.89292,.19
1,1,49,1,0,0,1,0,1,0,13.02544,-18.42068,0,15.04689,-2.087286,.1240233,.1328945,7.89292,.19
1,1,52,3,1,1,0,0,0,1,14.92531,-18.42068,0,16.5652,-.6004882,.5485438,.1328945,7.89292,.19
1,1,43,3,0,0,1,0,1,0,12.18413,-5.971091,.0025514,14.36563,-3.237727,.039253,.1328945,7.89292,.19
1,1,52,0,0,0,1,0,1,0,13.03359,-18.42068,0,15.50468,-2.964094,.0516072,.1328945,7.89292,.19
1,1,58,2,0,0,0,1,1,0,14.17428,-18.42068,0,16.88962,-.0419201,.9589464,.1328945,7.89292,.19
1,1,46,2,0,0,1,0,1,0,11.17688,-18.42068,0,13.98869,-.6931472,.5,.1328945,7.89292,.19
1,1,43,0,0,0,1,0,1,0,11.84296,-18.42068,0,13.77941,-1.499623,.2232143,.1328945,7.89292,.19
1,1,58,0,0,1,0,0,1,0,10.96284,-18.42068,0,11.53821,-2.674149,.0689655,.1328945,7.89292,.19
0,0,43,0,0,0,1,0,0,1,10.22247,-18.42068,0,11.17155,-18.42068,0,.1328945,7.89292,.19
1,1,52,3,1,1,0,0,0,1,15.65635,-18.42068,0,16.54106,-1.946714,.1427423,.1328945,7.89292,.19
1,1,55,0,1,1,0,0,1,0,14.38942,-18.42068,0,16.48144,-.8694986,.4191617,.1328945,7.89292,.19
1,1,61,0,0,0,1,0,0,1,11.97035,-18.42068,0,14.71649,-.455105,.6343814,.1328945,7.89292,.19
1,1,46,2,0,0,1,0,0,1,11.83957,-18.42068,0,13.84841,-.8359135,.4334783,.1328945,7.89292,.19
1,1,61,1,1,0,1,0,0,1,12.90669,-18.42068,0,14.47329,-.5355182,.5853658,.1328945,7.89292,.19
1,1,40,0,1,1,0,0,0,1,11.67751,-18.42068,0,13.44983,-18.42068,0,.1328945,7.89292,.19
1,1,52,0,0,1,0,0,0,1,15.72443,-18.42068,0,17.05911,-.4590059,.6319115,.1328945,7.89292,.19
1,1,49,3,0,0,1,0,0,1,15.57805,-18.42068,0,18.60577,-.0984161,.9062718,.1328945,7.89292,.19
1,1,58,0,0,0,1,0,1,0,14.41811,-18.42068,0,16.37068,-.7282385,.4827586,.1328945,7.89292,.19
0,1,49,0,0,1,0,0,1,0,-18.42068,.1625189,1.176471,8.375817,-18.42068,0,.1328945,7.89292,.19
0,0,52,0,0,0,0,0,1,0,10.25289,-18.42068,0,12.05939,-18.42068,0,.1328945,7.89292,.19
1,1,55,0,1,0,1,0,1,0,12.28693,-18.42068,0,14.10547,-.9466841,.3880255,.1328945,7.89292,.19
1,1,58,0,0,1,0,0,1,0,11.16351,-18.42068,0,11.57401,-3.005682,.049505,.1328945,7.89292,.19
0,0,58,0,0,1,0,0,0,1,10.10935,-18.42068,0,14.02144,-1.056174,.3477837,.1328945,7.89292,.19
1,1,49,2,1,1,0,0,1,0,14.47491,-18.42068,0,-14.76845,-.5707555,.5650983,.1328945,7.89292,.19
1,1,55,1,1,1,0,0,0,1,16.25438,-18.42068,0,16.80409,-3.806462,.0222267,.1328945,7.89292,.19
1,1,40,0,0,0,1,0,1,0,13.18627,-18.42068,0,13.91762,-3.186352,.0413223,.1328945,7.89292,.19
1,1,55,1,0,1,0,0,1,0,11.46689,-18.42068,0,13.62234,-1.105257,.3311258,.1328945,7.89292,.19
1,1,58,0,1,0,1,0,1,0,12.18879,-18.42068,0,15.29309,-.3516059,.7035573,.1328945,7.89292,.19
0,0,55,2,0,1,0,0,1,0,13.35574,-18.42068,0,16.01742,-2.544433,.0785176,.1328945,7.89292,.19
1,1,43,1,0,1,0,0,0,1,15.37126,-18.42068,0,16.91683,-.5538851,.5747126,.1328945,7.89292,.19
1,1,58,0,1,1,0,0,1,0,14.71886,-18.42068,0,16.42227,-3.398841,.0334119,.1328945,7.89292,.19
1,1,46,2,1,1,0,0,0,1,12.79429,-18.42068,0,12.86128,-2.478457,.0838725,.1328945,7.89292,.19
1,1,43,2,0,1,0,0,0,1,11.55161,-3.912472,.019991,13.40215,-18.42068,0,.1328945,7.89292,.19
0,1,46,0,1,1,0,0,1,0,11.99225,-18.42068,0,-12.30181,-18.42068,0,.1328945,7.89292,.19
0,0,40,0,0,1,0,0,0,1,13.62543,-18.42068,0,13.26415,-18.42068,0,.1328945,7.89292,.19
0,0,58,0,0,1,0,0,1,0,11.68339,-18.42068,0,13.92869,-.1422168,.8674331,.1328945,7.89292,.19
0,0,52,0,0,0,1,0,0,1,14.71829,-18.42068,0,17.56408,-.7443154,.4750594,.1328945,7.89292,.19
1,1,52,0,1,1,0,0,1,0,14.00902,-18.42068,0,16.00325,-.9687936,.3795407,.1328945,7.89292,.19
1,1,61,0,0,0,1,0,1,0,15.81699,-18.42068,0,18.20792,-.5304269,.5883538,.1328945,7.89292,.19
1,1,55,1,1,0,1,0,0,1,14.84428,-18.42068,0,17.8009,-.6803152,.5064573,.1328945,7.89292,.19
1,1,49,3,0,0,1,0,0,1,-18.42068,-18.42068,0,15.92972,-.9298867,.3945984,.1328945,7.89292,.19
1,1,49,1,0,0,1,0,1,0,12.15863,-18.42068,0,13.71437,-18.42068,0,.1328945,7.89292,.19
0,0,55,0,0,0,0,0,1,0,10.93626,-18.42068,0,10.98505,-18.42068,0,.1328945,7.89292,.19
1,1,40,0,0,0,0,0,1,0,11.40381,-18.42068,0,13.04783,-18.42068,0,.1328945,7.89292,.19
1,1,43,2,0,0,1,0,0,1,11.64959,-18.42068,0,12.55056,-.5128236,.5988024,.1328945,7.89292,.19
1,1,55,3,1,0,0,1,1,0,16.7599,-18.42068,0,17.53706,-1.672632,.1877523,.1328945,7.89292,.19
0,0,55,0,0,1,0,0,1,0,10.20229,-18.42068,0,4.816965,-18.42068,0,.1328945,7.89292,.19
0,0,55,0,0,1,0,0,1,0,11.19863,-18.42068,0,10.64858,-4.029806,.0177778,.1328945,7.89292,.19
0,1,49,0,1,0,1,0,0,1,14.38232,-18.42068,0,17.88588,-1.877142,.1530269,.1328945,7.89292,.19
1,1,49,0,1,0,1,0,0,1,12.19253,-18.42068,0,13.5134,-.3252045,.7223796,.1328945,7.89292,.19
1,1,46,3,0,0,1,0,1,0,12.63083,-18.42068,0,14.71912,-1.985814,.1372688,.1328945,7.89292,.19
0,1,52,2,0,0,1,0,1,0,15.41144,-18.42068,0,18.47703,-.2366883,.7892373,.1328945,7.89292,.19
1,1,58,0,1,1,0,0,1,0,11.76965,-18.42068,0,14.23824,-1.827392,.1608325,.1328945,7.89292,.19
1,1,40,0,0,1,0,0,0,1,11.83367,-18.42068,0,12.98164,-18.42068,0,.1328945,7.89292,.19
1,1,46,0,0,1,0,0,1,0,11.51335,-2.33289,.0970149,12.73713,-18.42068,0,.1328945,7.89292,.19
1,1,55,1,1,0,1,0,1,0,15.79607,-18.42068,0,17.8905,-.8835794,.4133009,.1328945,7.89292,.19
1,1,52,0,1,1,0,0,1,0,15.05119,-18.42068,0,17.53694,-1.492027,.2249162,.1328945,7.89292,.19
1,1,46,3,1,1,0,0,0,1,13.6978,-18.42068,0,14.91393,-2.689207,.0679348,.1328945,7.89292,.19
0,0,55,1,0,1,0,0,1,0,10.20229,-18.42068,0,13.51678,-.7062193,.4935065,.1328945,7.89292,.19
0,1,40,0,0,0,1,0,1,0,11.78427,-18.42068,0,12.32417,-.2193628,.8030303,.1328945,7.89292,.19
0,1,49,0,0,0,0,0,1,0,10.58309,-18.42068,0,12.4757,-18.42068,0,.1328945,7.89292,.19
1,1,55,0,0,0,0,0,1,0,11.62941,-18.42068,0,13.39243,-4.106767,.0164609,.1328945,7.89292,.19
1,1,58,1,0,1,0,0,1,0,13.50328,-18.42068,0,15.71739,-2.977875,.0509009,.1328945,7.89292,.19
0,1,46,0,0,0,0,0,1,0,10.97843,-18.42068,0,12.1665,-18.42068,0,.1328945,7.89292,.19
1,1,43,2,0,0,1,0,1,0,11.0933,-18.42068,0,14.12121,-18.42068,0,.1328945,7.89292,.19
0,1,46,0,0,0,1,0,0,1,11.60866,-18.42068,0,11.92129,-18.42068,0,.1328945,7.89292,.19
0,0,58,0,0,1,0,0,1,0,10.15191,-18.42068,0,11.38568,-18.42068,0,.1328945,7.89292,.19
1,1,61,0,0,0,1,0,1,0,10.4631,-18.42068,0,12.79303,-.3790971,.6844791,.1328945,7.89292,.19
1,1,46,2,0,1,0,0,0,1,13.03318,-18.42068,0,15.22504,-18.42068,0,.1328945,7.89292,.19
1,1,61,0,0,1,0,0,0,1,11.28978,-18.42068,0,14.63661,-18.42068,0,.1328945,7.89292,.19
1,1,61,0,0,1,0,0,0,1,12.03172,-18.42068,0,14.36305,-.507401,.6020583,.1328945,7.89292,.19
1,1,61,0,0,0,1,0,0,1,12.70685,-18.42068,0,8.999619,-18.42068,0,.1328945,7.89292,.19
0,0,52,0,0,1,0,0,0,1,11.52411,-18.42068,0,11.82467,-2.225198,.108046,.1328945,7.89292,.19
0,1,43,0,0,0,1,0,1,0,11.04567,-18.42068,0,12.31994,-5.304496,.0049692,.1328945,7.89292,.19
1,1,49,3,1,0,1,0,0,1,16.97333,-18.42068,0,18.73527,-4.361849,.0127548,.1328945,7.89292,.19
1,1,52,3,0,0,1,0,1,0,13.54226,-18.42068,0,16.15427,-.8116586,.4441209,.1328945,7.89292,.19
1,1,58,1,0,1,0,0,1,0,11.90833,-18.42068,0,15.78832,-1.945182,.1429612,.1328945,7.89292,.19
1,1,46,2,1,1,0,0,0,1,14.35494,-18.42068,0,15.65808,-18.42068,0,.1328945,7.89292,.19
0,0,61,0,0,1,0,0,0,1,11.42954,-18.42068,0,14.01853,-1.055143,.3481427,.1328945,7.89292,.19
0,0,55,0,0,0,1,0,1,0,10.66183,-18.42068,0,10.01496,-18.42068,0,.1328945,7.89292,.19
1,1,58,0,1,1,0,0,1,0,13.13717,-18.42068,0,15.03692,-3.091547,.0454316,.1328945,7.89292,.19
1,1,43,3,1,1,0,0,0,1,12.9156,-18.42068,0,16.32603,-3.129437,.0437424,.1328945,7.89292,.19
1,1,40,0,0,1,0,0,0,1,10.3052,-18.42068,0,8.107973,-18.42068,0,.1328945,7.89292,.19
0,0,49,0,0,1,0,0,1,0,11.15219,-18.42068,0,11.86403,-18.42068,0,.1328945,7.89292,.19
1,1,58,0,0,0,1,0,1,0,12.32096,-18.42068,0,14.13943,-.2718156,.7619947,.1328945,7.89292,.19
1,1,61,0,1,1,0,0,1,0,15.91842,-18.42068,0,18.88476,-2.525177,.0800441,.1328945,7.89292,.19
1,1,61,0,1,1,0,0,1,0,12.15478,-18.42068,0,14.93229,-.5158132,.5970149,.1328945,7.89292,.19
1,1,58,0,0,1,0,0,0,1,13.81333,-18.42068,0,16.6702,-18.42068,0,.1328945,7.89292,.19
1,1,49,1,0,0,1,0,1,0,15.10488,-18.42068,0,16.62223,-.7701375,.4629494,.1328945,7.89292,.19
1,1,55,2,1,0,1,0,0,1,13.77651,-18.42068,0,15.43347,-2.431179,.0879331,.1328945,7.89292,.19
1,1,52,1,0,1,0,0,1,0,12.27068,-18.42068,0,14.66431,-3.073024,.046281,.1328945,7.89292,.19
1,1,52,0,1,0,1,0,0,1,13.47696,-18.42068,0,16.31178,-.066884,.9353037,.1328945,7.89292,.19
1,1,49,0,1,0,1,0,0,1,11.90928,-18.42068,0,13.90573,-.9177711,.3994083,.1328945,7.89292,.19
0,1,61,0,0,0,1,0,0,1,10.93311,-18.42068,0,13.92884,-.2814124,.754717,.1328945,7.89292,.19
0,0,46,0,0,0,1,0,0,1,11.9283,-18.42068,0,12.97711,-1.16815,.3109416,.1328945,7.89292,.19
1,1,61,0,1,1,0,0,0,1,12.47228,-18.42068,0,15.20005,-18.42068,0,.1328945,7.89292,.19
1,1,58,1,1,0,0,0,1,0,11.58898,-18.42068,0,12.40802,-18.42068,0,.1328945,7.89292,.19
1,1,52,1,0,1,0,0,0,1,13.14567,-18.42068,0,14.5819,-.9477894,.3875969,.1328945,7.89292,.19
1,1,52,1,0,0,0,0,1,0,11.81787,-18.42068,0,13.35474,-1.539845,.2144144,.1328945,7.89292,.19
1,1,52,1,1,0,1,0,0,1,12.82117,-18.42068,0,15.65793,-1.590863,.2037497,.1328945,7.89292,.19
1,1,58,3,0,0,1,0,1,0,11.16351,-18.42068,0,15.086,-.6436226,.5253857,.1328945,7.89292,.19
0,1,49,1,1,0,1,0,0,1,12.04171,-18.42068,0,14.5472,-.6852472,.5039656,.1328945,7.89292,.19
0,1,40,0,0,0,1,0,0,1,13.24377,-18.42068,0,14.42964,-18.42068,0,.1328945,7.89292,.19
1,1,55,0,0,1,0,0,0,1,12.58107,-18.42068,0,14.2269,-.7852811,.4559915,.1328945,7.89292,.19
1,1,43,1,1,1,0,0,0,1,11.13876,-18.42068,0,10.45226,-18.42068,0,.1328945,7.89292,.19
1,1,58,1,0,0,1,0,0,1,16.86375,-18.42068,0,20.31152,-1.217333,.2960186,.1328945,7.89292,.19
1,1,58,0,0,1,0,0,0,1,12.49931,-18.42068,0,14.63067,-.9755185,.3769968,.1328945,7.89292,.19
1,1,55,1,0,0,1,0,0,1,13.54043,-18.42068,0,17.5678,-.7260828,.4838004,.1328945,7.89292,.19
0,1,55,0,0,0,1,0,0,1,13.27807,-18.42068,0,15.37985,-1.473706,.2290749,.1328945,7.89292,.19
1,1,43,2,1,0,0,0,1,0,11.50649,-18.42068,0,12.48701,-18.42068,0,.1328945,7.89292,.19
1,1,40,0,0,1,0,0,0,1,12.02,-18.42068,0,13.41434,-1.531069,.2163044,.1328945,7.89292,.19
1,1,61,2,0,1,0,0,0,1,16.57298,-18.42068,0,18.54667,-1.698616,.1829364,.1328945,7.89292,.19
1,1,55,1,0,0,0,0,1,0,10.01997,-18.42068,0,12.48468,-18.42068,0,.1328945,7.89292,.19
1,1,52,2,1,1,0,0,0,1,14.21577,-18.42068,0,15.43051,-1.480577,.2275064,.1328945,7.89292,.19
1,1,58,0,0,0,1,0,0,1,13.23152,-18.42068,0,14.2188,-1.232171,.2916586,.1328945,7.89292,.19
1,1,58,0,1,0,0,0,0,1,12.24686,-18.42068,0,14.49927,-1.052555,.3490447,.1328945,7.89292,.19
1,1,46,1,0,0,1,0,1,0,14.33813,-18.42068,0,15.84315,-.8480623,.4282439,.1328945,7.89292,.19
0,1,43,2,0,1,0,0,0,1,11.73882,-18.42068,0,12.69104,-.1530512,.8580858,.1328945,7.89292,.19
1,1,46,0,1,0,1,0,1,0,14.10861,-18.42068,0,16.81156,-1.069408,.3432115,.1328945,7.89292,.19
1,1,55,1,0,1,0,0,1,0,11.40627,-18.42068,0,13.03551,-18.42068,0,.1328945,7.89292,.19
0,0,49,2,0,1,0,0,1,0,10.27294,-18.42068,0,6.766379,-18.42068,0,.1328945,7.89292,.19
1,1,52,0,1,0,0,0,1,0,11.39406,-18.42068,0,12.27817,-18.42068,0,.1328945,7.89292,.19
1,1,58,1,0,0,1,0,0,1,-18.42068,-18.42068,0,17.75459,-.5788594,.5605373,.1328945,7.89292,.19
1,1,61,0,1,1,0,0,1,0,12.99907,-18.42068,0,15.10529,-1.37896,.2518404,.1328945,7.89292,.19
1,1,46,2,0,1,0,0,0,1,13.47947,-18.42068,0,15.68902,-1.251245,.2861483,.1328945,7.89292,.19
1,1,46,1,0,1,0,0,0,1,12.96864,-18.42068,0,13.79865,-18.42068,0,.1328945,7.89292,.19
0,1,58,0,0,1,0,0,1,0,11.01691,-18.42068,0,13.24148,-18.42068,0,.1328945,7.89292,.19
1,1,61,3,0,0,1,0,0,1,10.30895,-18.42068,0,16.73116,-1.278112,.2785628,.1328945,7.89292,.19
1,1,52,2,1,1,0,0,1,0,12.24729,-18.42068,0,14.99857,-.7124714,.4904306,.1328945,7.89292,.19
1,1,46,0,1,0,1,0,1,0,11.58235,-18.42068,0,13.51566,-1.830357,.1603563,.1328945,7.89292,.19
0,0,61,0,0,1,0,0,0,1,11.57119,-18.42068,0,12.12459,-18.42068,0,.1328945,7.89292,.19
